time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-02-07T08:40:13.550Z,-15.0691,167.3721,122,6.5,mww,,20,0.409,1.15,us,usc000mjye,2014-02-23T11:29:46.968Z,"34km E of Port-Olry, Vanuatu",earthquake
2014-02-07T08:03:56.850Z,7.5322,-73.176,141.5,4.2,mb,,76,1.597,1.43,us,usc000mvfn,2014-02-23T08:02:12.000Z,"7km NNE of El Playon, Colombia",earthquake
2014-02-07T07:53:10.820Z,50.5126,-139.1198,10,4.2,mwr,,159,4.912,1.41,us,usc000mntz,2014-02-12T08:56:25.067Z,"West of Vancouver Island",earthquake
2014-02-07T06:48:49.140Z,35.0186667,-119.1363333,18.85,2.76,ml,50,63,0.1884,0.25,ci,ci11421770,2014-02-23T07:52:11.000Z,"18km N of Pine Mountain Club, California",earthquake
2014-02-07T06:40:33.890Z,-13.1751,166.246,35.89,4.6,mb,,138,2.441,0.79,us,usc000mvfl,2014-02-23T07:48:17.000Z,"161km WNW of Sola, Vanuatu",earthquake
2014-02-07T05:53:38.670Z,-15.1412,-172.5954,12.05,4.7,mb,,99,1.458,1.46,us,usc000mvfk,2014-02-23T07:20:04.977Z,"151km SSW of Lotofaga, Samoa",earthquake
2014-02-07T05:47:29.040Z,5.4655,94.703,67.54,4.6,mb,,140,2.246,0.71,us,usc000mjvq,2014-02-23T07:10:02.998Z,"69km W of Banda Aceh, Indonesia",earthquake
2014-02-07T05:41:39.330Z,-45.7266,-76.931,10,4.6,mb,,156,6.331,0.86,us,usc000mvfr,2014-02-23T07:04:13.000Z,"Off the coast of Aisen, Chile",earthquake
2014-02-07T05:00:52.710Z,-15.1151,-173.5082,10,4.5,mb,,85,2.06,1.28,us,usc000mvfi,2014-02-23T06:56:20.000Z,"95km NNE of Hihifo, Tonga",earthquake
2014-02-07T04:46:24.750Z,-12.8886,169.569,652.48,4.5,mb,,36,3.425,0.45,us,usc000mjvc,2014-02-22T00:46:46.887Z,"244km ENE of Sola, Vanuatu",earthquake
2014-02-07T04:43:19.400Z,32.615,48.823,9.5,4.7,mb,,,,0.78,us,usc000mjv9,2014-02-22T01:01:35.208Z,"47km ENE of Dezful, Iran",earthquake
2014-02-07T03:26:43.060Z,38.3301,20.3553,10.35,4.4,mb,,86,0.241,0.97,us,usc000mjuu,2014-02-22T00:35:09.581Z,"15km NNW of Lixourion, Greece",earthquake
2014-02-07T03:15:20.820Z,11.8325,94.8587,61.46,4.5,mb,,110,2.078,1.31,us,usc000mjuy,2014-02-21T22:54:48.000Z,"230km E of Port Blair, India",earthquake
2014-02-07T03:14:22.360Z,43.3646,147.4034,60.7,4.7,mb,,96,3.408,0.57,us,usc000mjuk,2014-02-21T22:49:19.000Z,"73km SE of Shikotan, Russia",earthquake
2014-02-07T02:27:23.000Z,13.7304,120.9394,126.76,4,mb,,127,0.369,0.31,us,usc000mvfh,2014-02-21T22:41:51.186Z,"0km SSE of Talaga, Philippines",earthquake
2014-02-07T02:04:59.010Z,11.9403,95.1217,24.95,4.1,mb,,130,2.345,0.4,us,usc000mvfg,2014-02-21T22:33:13.000Z,"260km E of Port Blair, India",earthquake
2014-02-07T02:00:37.400Z,36.036,-97.076,5,2.6,ml,,,,0.95,us,usc000mjxz,2014-02-21T00:41:51.000Z,"7km NNW of Perkins, Oklahoma",earthquake
2014-02-07T01:21:54.600Z,38.3,21.71,10,4.7,mb,,,,0.6,us,usc000mjth,2014-02-21T22:24:20.000Z,"6km NNW of Patrai, Greece",earthquake
2014-02-06T22:14:02.900Z,19.047,-66.6613,54,2.8,Md,8,284.4,0.57941336,0.25,pr,pr14037007,2014-02-21T16:35:55.958Z,"63km N of Arecibo, Puerto Rico",earthquake
2014-02-06T21:18:38.900Z,19.0956,-66.888,10,2.7,Md,7,309.6,0.65936342,0.25,pr,pr14037008,2014-02-21T16:35:33.412Z,"67km NNE of Isabela, Puerto Rico",earthquake
2014-02-06T21:16:54.500Z,18.9832,-66.8955,5,2.5,Md,6,280.8,0.55156558,0.12,pr,pr14037006,2014-02-21T16:34:05.293Z,"55km NNE of Isabela, Puerto Rico",earthquake
2014-02-06T21:16:05.140Z,38.506,20.3402,13.94,4.2,mb,,82,1.642,1.13,us,usc000mjju,2014-02-07T05:18:41.157Z,"34km NNW of Lixourion, Greece",earthquake
2014-02-06T21:15:58.400Z,19.1408,-66.8544,23,2.9,Md,16,270,0.71236402,0.15,pr,pr14037004,2014-02-21T16:31:05.061Z,"72km N of Hatillo, Puerto Rico",earthquake
2014-02-06T21:12:52.900Z,19.0765,-66.8235,32,2.6,Md,13,262.8,0.65666847,0.43,pr,pr14037005,2014-02-21T16:30:43.750Z,"65km N of Hatillo, Puerto Rico",earthquake
2014-02-06T20:56:45.630Z,-9.1537,121.2793,116.9,4.7,mb,,49,3.007,0.94,us,usc000mjip,2014-03-03T18:01:40.000Z,"27km S of Romba, Indonesia",earthquake
2014-02-06T20:29:08.040Z,-6.6239,129.077,205.18,5.1,mb,,37,2.584,0.8,us,usc000mjh5,2014-03-03T18:13:13.000Z,"287km WNW of Saumlaki, Indonesia",earthquake
2014-02-06T19:47:06.300Z,35.5408,-121.2497,3.1,2.8,Md,,194.4,0.14373045,0.1,nc,nc72157631,2014-02-21T16:33:21.614Z,"12km SSW of San Simeon, California",earthquake
2014-02-06T19:42:21.000Z,35.526,-121.271,3,4.1,Mw,,201.6,0.14373045,0.1,nc,nc72157621,2014-02-21T16:35:09.320Z,"15km SSW of San Simeon, California",earthquake
2014-02-06T19:21:02.490Z,38.1857,20.3037,25.12,4.6,mb,,91,1.632,1.39,us,usc000mjd6,2014-02-07T08:12:47.844Z,"11km W of Lixourion, Greece",earthquake
2014-02-06T18:55:52.470Z,-6.3663,147.4799,78.75,4.7,mb,,125,3.035,0.81,us,usc000mjc0,2014-02-07T02:58:25.699Z,"50km WNW of Finschhafen, Papua New Guinea",earthquake
2014-02-06T18:05:49.270Z,38.2478,20.299,10,4.3,mb,,89,1.674,1.3,us,usc000mjaq,2014-02-07T02:08:23.447Z,"12km WNW of Lixourion, Greece",earthquake
2014-02-06T18:05:09.410Z,17.8626,-100.7085,30.84,4.5,mb,,184,1.862,0.9,us,usc000mjau,2014-02-06T21:58:08.000Z,"39km SW of Ajuchitlan del Progreso, Mexico",earthquake
2014-02-06T16:13:50.990Z,-6.6457,129.7906,168.88,4.5,mb,,67,2,0.86,us,usc000mj8u,2014-02-07T15:12:04.000Z,"221km NW of Saumlaki, Indonesia",earthquake
2014-02-06T15:07:52.440Z,27.4651,96.9588,40.66,4.5,mb,,74,4.947,0.99,us,usc000mj84,2014-02-07T15:02:43.000Z,"92km ESE of Tezu, India",earthquake
2014-02-06T12:48:10.570Z,36.6577,-98.2654,5,3.4,mwr,,81,0.273,0.94,us,usc000mj5f,2014-02-09T02:39:35.026Z,"12km N of Helena, Oklahoma",earthquake
2014-02-06T12:27:12.940Z,37.6845,21.0398,9.1,4.4,mb,,127,0.867,1.55,us,usc000mj54,2014-02-07T08:02:33.000Z,"17km SE of Zakynthos, Greece",earthquake
2014-02-06T12:10:27.730Z,38.5522,142.0139,63.57,4.3,mb,,124,3.567,1.03,us,usc000mj53,2014-02-07T07:53:48.023Z,"63km SSE of Ofunato, Japan",earthquake
2014-02-06T11:32:27.890Z,24.7991,125.3268,45.28,4.9,mb,,112,2.132,0.94,us,usc000mj4m,2014-02-06T19:34:53.059Z,"4km E of Hirara, Japan",earthquake
2014-02-06T10:24:17.040Z,13.6388,146.3726,39.51,4.6,mb,,74,2.761,0.74,us,usc000mj3f,2014-02-06T18:26:57.816Z,"138km ESE of Rota, Northern Mariana Islands",earthquake
2014-02-06T08:27:31.010Z,-21.94,-177.9763,358.5,5.1,mb,,93,5.601,1.25,us,usc000mj1u,2014-02-06T16:30:10.642Z,"161km SSE of Ndoi Island, Fiji",earthquake
2014-02-06T07:58:27.590Z,38.743,22.7978,10,4.5,mb,,50,0.455,0.97,us,usc000mj18,2014-02-06T12:53:23.442Z,"4km SSE of Kamena Vourla, Greece",earthquake
2014-02-06T07:19:35.840Z,2.1205,126.106,92.31,4.6,mb,,217,1.839,0.47,us,usc000mj0j,2014-02-06T15:22:17.322Z,"127km NE of Bitung, Indonesia",earthquake
2014-02-06T05:47:01.530Z,-11.4926,166.3363,36.4,5.4,mb,,63,4.02,0.97,us,usc000miyu,2014-02-06T13:49:34.407Z,"101km SSE of Lata, Solomon Islands",earthquake
2014-02-06T02:55:42.000Z,40.2918,-124.5098,13.9,3.6,Mw,,234,0.1706799,0.09,nc,nc72157001,2014-02-21T16:36:17.706Z,"37km SSW of Ferndale, California",earthquake
2014-02-06T00:22:22.000Z,51.6974,-178.6983,75.4,2.5,ml,10,237.599980992002,0.07815343,0.57,ak,ak11159239,2014-02-12T01:23:06.486Z,"43km WSW of Tanaga Volcano, Alaska",earthquake
2014-02-05T23:15:40.000Z,36.8361,-97.7503,10.649,3.5,ml,,,,1.29,us,usc000mirk,2014-02-13T01:59:40.786Z,"3km NNW of Medford, Oklahoma",earthquake
2014-02-05T22:53:07.840Z,-20.4259,169.0241,40.9,5.4,mb,,86,2.745,1.5,us,usc000miql,2014-02-06T06:55:37.654Z,"100km SSW of Isangel, Vanuatu",earthquake
2014-02-05T22:06:44.000Z,60.318,-150.3333,49.2,2.7,ml,,,,0.8,ak,ak11155752,2014-02-06T06:09:11.408Z,"34km SE of Sterling, Alaska",earthquake
2014-02-05T21:54:17.000Z,51.5638,-175.2938,30.7,2.5,ml,,,,0.54,ak,ak11159224,2014-02-11T02:18:40.173Z,"100km ESE of Adak, Alaska",earthquake
2014-02-05T21:09:26.700Z,18.1334,-67.7555,86,2.9,Md,9,198,0.36112274,0.34,pr,pr14036005,2014-02-13T01:11:07.000Z,"57km WSW of Stella, Puerto Rico",earthquake
2014-02-05T20:52:33.820Z,-61.4675,154.2265,10,5.7,mwb,,97,16.951,0.86,us,usc000mij1,2014-02-06T02:56:24.000Z,"Balleny Islands region",earthquake
2014-02-05T20:35:27.000Z,50.9519,178.7397,35.6,4,ml,,,,0.63,ak,ak11155688,2014-02-06T04:37:55.542Z,"112km S of Little Sitkin Island, Alaska",earthquake
2014-02-05T19:17:57.000Z,52.9176,-174.3401,187.7,2.9,ml,,,,0.34,ak,ak11159209,2014-02-11T02:18:19.684Z,"80km N of Atka, Alaska",earthquake
2014-02-05T18:04:50.830Z,25.9642,124.4987,203.57,4.4,mb,,94,2.009,0.94,us,usc000mie3,2014-02-06T02:07:26.113Z,"151km NNW of Hirara, Japan",earthquake
2014-02-05T17:32:15.710Z,38.6793,142.3263,57.85,5.3,mwb,,30,3.391,0.61,us,usc000mic2,2014-02-06T01:34:53.874Z,"68km SE of Ofunato, Japan",earthquake
2014-02-05T17:08:42.590Z,16.8056,147.4122,52.29,4.6,mb,,126,1.567,0.6,us,usc000mibi,2014-02-06T01:11:15.043Z,"192km ENE of Anatahan, Northern Mariana Islands",earthquake
2014-02-05T15:04:04.870Z,-21.2805,-174.0992,10.51,5.3,mb,,85,4.49,0.95,us,usc000mi97,2014-02-05T23:06:35.252Z,"88km E of `Ohonua, Tonga",earthquake
2014-02-05T14:44:40.000Z,60.2817,-151.9648,82.1,2.6,ml,,,,1.04,ak,ak11155382,2014-02-05T22:47:14.368Z,"37km WSW of Cohoe, Alaska",earthquake
2014-02-05T13:43:11.400Z,18.6315,-65.174,73,2.5,Md,4,313.2,0.33866486,0.05,pr,pr14036004,2014-02-05T21:45:44.264Z,"38km NNE of Culebra, Puerto Rico",earthquake
2014-02-05T13:37:45.000Z,52.1308,-169.4671,49.8,2.9,ml,,,,0.54,ak,ak11159186,2014-02-11T02:17:53.650Z,"98km SSW of Nikolski, Alaska",earthquake
2014-02-05T13:13:22.700Z,19.1224,-66.541,43,2.9,Md,13,262.8,0.64139711,0.23,pr,pr14036003,2014-02-05T21:15:58.380Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-02-05T13:02:31.480Z,31.2045,-115.886,6.85,2.81,ml,4,203,0.3937,0.14,ci,ci11421098,2014-02-05T22:28:57.184Z,"42km NNE of Camalu, Mexico",earthquake
2014-02-05T12:51:19.900Z,31.2083333,-115.8953333,4.61,3.25,ml,4,203,0.4025,0.15,ci,ci11421090,2014-02-05T20:54:36.020Z,"42km NNE of Camalu, Mexico",earthquake
2014-02-05T11:51:04.950Z,-21.4608,-69.5337,32.91,4.9,mb,,108,0.417,1.35,us,usc000mi5d,2014-02-05T13:38:29.098Z,"97km NE of Tocopilla, Chile",earthquake
2014-02-05T10:12:47.000Z,62.5936,-149.2063,70.1,2.7,ml,,,,0.86,ak,ak11155267,2014-02-05T18:15:13.977Z,"55km ENE of Talkeetna, Alaska",earthquake
2014-02-05T09:58:13.000Z,52.0207,-169.3072,15.1,2.7,ml,,,,0.6,ak,ak11159164,2014-02-11T02:17:32.487Z,"106km SSW of Nikolski, Alaska",earthquake
2014-02-05T09:08:06.300Z,37.6288,-119.027,5.4,3.1,Mw,,32.4,0.00898315,0.07,nc,nc72156066,2014-02-21T16:29:45.123Z,"5km WSW of Mammoth Lakes, California",earthquake
2014-02-05T08:55:47.000Z,52.1577,-169.7828,23.6,2.7,ml,,,,1.04,ak,ak11159156,2014-02-11T02:17:04.657Z,"81km SE of Yunaska Island, Alaska",earthquake
2014-02-05T08:32:48.650Z,52.0878,-169.4917,31.47,4.2,mb,,179,0.967,1.19,us,usc000mhzs,2014-02-05T16:35:26.662Z,"101km SE of Yunaska Island, Alaska",earthquake
2014-02-05T08:17:14.000Z,52.1062,-169.4748,36.8,2.6,ml,,,,0.52,ak,ak11159149,2014-02-11T02:13:55.326Z,"101km SSW of Nikolski, Alaska",earthquake
2014-02-05T07:13:08.000Z,51.264,-179.9066,33.6,3,ml,,,,0.32,ak,ak11159146,2014-02-11T02:14:16.011Z,"55km W of Amatignak Island, Alaska",earthquake
2014-02-05T06:24:26.000Z,19.17,-66.9527,25,2.6,Md,6,291.6,0.71416065,0.12,pr,pr14036002,2014-02-05T14:27:02.677Z,"74km N of Isabela, Puerto Rico",earthquake
2014-02-05T04:49:50.300Z,18.4897,-66.8628,81,2.7,Md,13,183.6,0.1760698,0.5,pr,pr14036000,2014-02-05T12:52:29.942Z,"1km WNW of Camuy, Puerto Rico",earthquake
2014-02-05T04:31:42.000Z,63.3918,-151.1902,8.8,3.4,ml,,,,1.08,ak,ak11155123,2014-02-05T12:34:11.415Z,"111km W of Cantwell, Alaska",earthquake
2014-02-05T03:47:21.610Z,13.0827,145.2181,19.61,5,mb,,63,3.274,0.82,us,usc000mhvh,2014-02-05T14:41:33.165Z,"54km ESE of Inarajan Mayor's Office, Guam",earthquake
2014-02-05T03:19:31.790Z,23.1684,-80.8213,12.59,4.3,mb,,93,2.686,1.26,us,usc000mhv1,2014-02-11T15:12:02.922Z,"26km NNE of Marti, Cuba",earthquake
2014-02-05T01:56:43.000Z,41.3768,28.622,16,3.6,mwr,,,,1.27,us,usc000mj1p,2014-02-06T08:27:10.000Z,"9km NNW of Durusu, Turkey",earthquake
2014-02-05T00:57:26.000Z,60.1602,-153.2634,137.8,3,ml,,,,0.43,ak,ak11154910,2014-02-20T23:51:13.477Z,"44km SW of Redoubt Volcano, Alaska",earthquake
2014-02-05T00:41:10.970Z,36.676,141.8995,40.18,4.1,mb,,175,2.972,0.67,us,usc000mvaj,2014-02-22T05:09:03.000Z,"99km ESE of Iwaki, Japan",earthquake
2014-02-05T00:23:09.870Z,15.1013,-88.6151,9.71,4.1,mb,,60,0.633,0.96,us,usc000mhs5,2014-02-22T04:42:43.000Z,"3km N of El Corozal, Honduras",earthquake
2014-02-04T23:58:53.790Z,52.013,-169.488,13.5,3.2,ml,,,,0.79,us,usc000mhv3,2014-02-20T23:24:22.000Z,"107km SE of Yunaska Island, Alaska",earthquake
2014-02-04T23:11:20.500Z,19.4897,-68.7305,33,3.5,Md,15,306,1.02407942,0.25,pr,pr14035007,2014-02-20T23:04:00.000Z,"65km NNE of Miches, Dominican Republic",earthquake
2014-02-04T22:49:04.510Z,38.5186,21.9661,9.77,4.4,mb,,94,0.579,1.11,us,usc000mhpc,2014-02-06T18:06:29.075Z,"18km NE of Nafpaktos, Greece",earthquake
2014-02-04T22:06:20.000Z,51.0888,-178.1145,29.9,2.9,ml,,,,0.44,ak,ak11154769,2014-02-05T06:09:07.531Z,"72km ESE of Amatignak Island, Alaska",earthquake
2014-02-04T21:41:46.110Z,-17.861,-178.6135,567.65,4.3,mb,,120,3.178,0.65,us,usc000mhlm,2014-02-05T05:44:13.374Z,"266km SE of Lambasa, Fiji",earthquake
2014-02-04T19:58:24.430Z,-4.9412,153.7613,112.75,4.9,mb,,54,7.001,0.81,us,usc000mhfx,2014-02-05T21:37:39.000Z,"96km ESE of Taron, Papua New Guinea",earthquake
2014-02-04T19:56:34.570Z,1.4872,127.7793,111.53,4.5,mb,,148,0.821,1.25,us,usc000mhfr,2014-02-05T21:31:41.000Z,"36km SW of Tobelo, Indonesia",earthquake
2014-02-04T19:42:11.020Z,38.2829,20.3129,9.73,4.6,mb,,88,1.688,1.26,us,usc000mhf4,2014-02-05T21:24:28.000Z,"13km NW of Lixourion, Greece",earthquake
2014-02-04T18:49:15.120Z,13.386,144.1368,121,5.2,mwb,,16,3.308,0.75,us,usc000mh97,2014-02-05T18:43:12.964Z,"56km W of Agat Village, Guam",earthquake
2014-02-04T18:29:02.600Z,19.1303,-66.5469,44,3,Md,12,252,0.64948195,0.23,pr,pr14035006,2014-02-05T17:23:40.000Z,"74km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-02-04T18:27:53.100Z,-19.515,-70.9794,17.4,4.3,mb,,143,1.271,1.53,us,usc000mh8h,2014-02-05T17:15:33.000Z,"117km NW of Iquique, Chile",earthquake
2014-02-04T18:19:35.360Z,-19.5343,-71.0306,15.39,4.4,mb,,176,1.315,0.91,us,usc000mh5j,2014-02-05T16:48:22.000Z,"120km NW of Iquique, Chile",earthquake
2014-02-04T18:16:48.000Z,57.5184,-142.7812,12,2.5,ml,,,,0.31,ak,ak11154362,2014-02-05T16:39:09.000Z,"294km S of Cape Yakataga, Alaska",earthquake
2014-02-04T18:04:08.430Z,14.165,-91.5988,68.89,4.3,mb,,162,0.367,0.83,us,usc000mh8m,2014-02-05T16:06:51.375Z,"28km WSW of Pueblo Nuevo Tiquisate, Guatemala",earthquake
2014-02-04T17:10:31.000Z,50.1767,179.8032,39.8,4.3,mb,,,,1.07,us,usc000mhm2,2014-02-05T15:24:42.581Z,"143km SSW of Amatignak Island, Alaska",earthquake
2014-02-04T15:59:51.540Z,36.1181,-97.2954,5,2.9,mb_lg,,141,0.469,0.54,us,usc000mh1z,2014-02-05T14:03:11.410Z,"19km S of Perry, Oklahoma",earthquake
2014-02-04T15:48:14.960Z,36.6033,71.4242,136.09,4.7,mb,,65,2.828,0.86,us,usc000mh1i,2014-02-04T23:50:48.389Z,"13km SW of Ashkasham, Afghanistan",earthquake
2014-02-04T14:51:34.510Z,-18.7599,169.1626,228.85,4.7,mb,,113,1.288,0.74,us,usc000mti5,2014-03-03T18:58:35.000Z,"88km N of Isangel, Vanuatu",earthquake
2014-02-04T14:14:04.070Z,-5.7094,150.1477,27.7,4.7,mb,,124,2.511,0.7,us,usc000mthp,2014-03-03T18:43:28.000Z,"17km S of Kimbe, Papua New Guinea",earthquake
2014-02-04T14:11:24.100Z,19.4233,121.1811,48.93,4.4,mb,,120,3.378,1.09,us,usc000mthn,2014-03-03T18:06:20.000Z,"89km N of Namuac, Philippines",earthquake
2014-02-04T14:08:17.110Z,37.1481,-97.7755,5,3.3,mb_lg,,36,1.248,0.65,us,usc000mgyu,2014-03-03T17:54:58.000Z,"19km NW of Caldwell, Kansas",earthquake
2014-02-04T13:54:39.210Z,-4.8285,153.891,103.44,4.8,mb,,163,1.834,0.65,us,usc000mthm,2014-03-03T16:15:13.000Z,"103km ESE of Taron, Papua New Guinea",earthquake
2014-02-04T13:49:50.810Z,8.8807,126.5281,83.78,4.9,mb,,66,2.03,1.04,us,usc000mthl,2014-03-03T15:42:59.000Z,"24km E of Aras-asan, Philippines",earthquake
2014-02-04T13:45:45.380Z,-6.1529,149.1054,68.48,4.6,mb,,117,3.615,0.36,us,usc000mthk,2014-03-03T14:56:19.000Z,"49km W of Kandrian, Papua New Guinea",earthquake
2014-02-04T13:41:00.290Z,53.642,-162.874,35.6,2.8,ml,,,,0.71,us,usc000mq4v,2014-03-03T14:33:35.000Z,"139km SSE of False Pass, Alaska",earthquake
2014-02-04T13:21:48.300Z,32.1751667,-115.1745,18.75,3.04,ml,8,238,0.2675,0.13,ci,ci11420746,2014-03-03T14:24:06.000Z,"5km S of Alberto Oviedo Mota, Mexico",earthquake
2014-02-04T12:27:09.000Z,61.9714,-150.0028,17.5,2.6,ml,,,,0.91,ak,ak11154182,2014-02-04T20:29:44.329Z,"22km SSW of Y, Alaska",earthquake
2014-02-04T12:18:33.490Z,19.3296,121.0886,26.58,4.8,mb,,120,3.47,1.23,us,usc000mgxt,2014-02-04T20:20:59.450Z,"79km N of Claveria, Philippines",earthquake
2014-02-04T11:53:26.990Z,-33.7529,-72.3471,7.78,4.9,mb,,110,1.3,0.85,us,usc000mgxm,2014-02-05T02:41:51.000Z,"69km WSW of San Antonio, Chile",earthquake
2014-02-04T11:48:16.500Z,39.789,-123.186,6.6,2.5,Md,,28.8,0.10779783,0.08,nc,nc72155231,2014-02-05T02:10:09.240Z,"5km E of Covelo, California",earthquake
2014-02-04T10:44:22.730Z,-3.2211,137.5383,64.03,4.8,mb,,92,5.29,1.01,us,usc000mgwz,2014-02-04T18:46:56.150Z,"152km ENE of Enarotali, Indonesia",earthquake
2014-02-04T10:38:13.000Z,60.8718,-150.7173,43.1,2.5,ml,,,,0.85,ak,ak11154134,2014-02-04T18:40:43.578Z,"37km N of Sterling, Alaska",earthquake
2014-02-04T10:19:34.200Z,18.4255,-68.177,81,3.3,Md,5,180,0.21290072,0.03,pr,pr14035005,2014-02-04T18:22:01.778Z,"29km SE of Punta Cana, Dominican Republic",earthquake
2014-02-04T08:35:21.570Z,50.6359,-139.2209,10,4.3,mwr,,198,4.892,1.06,us,usb000my1u,2014-02-28T09:37:35.000Z,"West of Vancouver Island",earthquake
2014-02-04T07:56:36.890Z,-7.1908,128.4211,34.07,4.4,mb,,56,2.959,0.8,us,usc000mgvn,2014-02-21T14:57:22.000Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-04T07:48:29.000Z,60.0034,-152.6978,100,2.9,ml,,,,0.62,ak,ak11154027,2014-02-24T13:39:10.645Z,"48km NW of Anchor Point, Alaska",earthquake
2014-02-04T07:12:11.680Z,-59.8367,-27.6158,155.11,4.4,mb,,68,15.454,0.63,us,usc000mth7,2014-03-01T09:07:53.000Z,"109km SW of Bristol Island, South Sandwich Islands",earthquake
2014-02-04T06:59:59.850Z,13.3491,-89.036,82.49,4.2,mb,,166,1.852,1.28,us,usc000mguz,2014-02-16T06:53:33.429Z,"16km S of El Rosario, El Salvador",earthquake
2014-02-04T06:55:56.180Z,-18.4483,-175.8161,276.43,4.8,mb,,134,5.873,0.77,us,usc000mgux,2014-02-04T14:58:27.803Z,"194km W of Neiafu, Tonga",earthquake
2014-02-04T06:40:13.290Z,28.4242,-43.5665,9.73,4.9,mb,,110,23.391,1.02,us,usc000mgum,2014-02-04T14:42:47.312Z,"Northern Mid-Atlantic Ridge",earthquake
2014-02-04T05:52:37.000Z,18.7586,-64.3572,6,2.8,Md,5,309.6,0.41951324,0.23,pr,pr14035004,2014-02-04T13:56:13.120Z,"46km NE of Road Town, British Virgin Islands",earthquake
2014-02-04T05:31:19.310Z,35.0263333,-119.1153333,13.13,3.59,ml,66,34,0.1782,0.27,ci,ci11420690,2014-02-07T00:56:39.264Z,"20km N of Pine Mountain Club, California",earthquake
2014-02-04T05:19:20.000Z,40.1885,-126.3915,6.7,2.9,Md,,331.2,1.59001805,0.2,nc,nc72155106,2014-02-21T17:33:15.141Z,"185km WSW of Ferndale, California",earthquake
2014-02-04T04:12:41.900Z,19.3247,-155.188,7.9,2.8,Ml,,93.6,0.05389892,0.09,hv,hv60635576,2014-02-04T21:09:14.955Z,"12km SSE of Volcano, Hawaii",earthquake
2014-02-04T03:15:30.000Z,53.7647,-155.7848,11.8,3.4,ml,,,,0.91,ak,ak11153930,2014-02-04T23:00:41.004Z,"229km S of Chirikof Island, Alaska",earthquake
2014-02-04T02:21:57.000Z,18.8868,-64.7481,57,3.2,Md,4,284.4,0.48419194,0.18,pr,pr14035003,2014-02-04T10:24:29.583Z,"53km NNW of Road Town, British Virgin Islands",earthquake
2014-02-04T02:12:44.250Z,-7.2986,128.3235,10,4.8,mb,,56,3.026,0.96,us,usc000mgsi,2014-02-04T10:15:15.837Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-04T02:00:35.600Z,18.8558,-67.477,32,2.8,Md,10,219.6,0.77165283,0.37,pr,pr14035002,2014-02-04T10:03:16.227Z,"56km NW of San Antonio, Puerto Rico",earthquake
2014-02-04T01:06:43.700Z,19.1518,-64.7827,28,3.4,Md,16,270,0.7465,0.17,pr,pr14035000,2014-02-04T09:09:14.001Z,"83km NNW of Road Town, British Virgin Islands",earthquake
2014-02-04T01:05:32.990Z,-7.4447,128.4801,10,4.9,mb,,82,2.844,0.96,us,usc000mgr2,2014-02-04T09:08:05.679Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-04T00:53:55.800Z,19.2635,-64.8561,45,3.3,Md,8,324,1.3339982,0.28,pr,pr14035001,2014-02-04T08:56:33.342Z,"97km NNW of Road Town, British Virgin Islands",earthquake
2014-02-04T00:35:32.390Z,37.8057,141.5359,51.87,4.8,mb,,123,2.941,0.73,us,usc000mgqn,2014-02-04T08:38:33.114Z,"59km NE of Namie, Japan",earthquake
2014-02-04T00:32:52.280Z,-7.2145,128.4168,28.63,4.6,mb,,74,4.818,1.5,us,usc000mgqh,2014-02-04T08:35:26.947Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-04T00:27:06.150Z,-7.1999,128.1718,7.3,5.1,mb,,54,3.196,1.21,us,usc000mgqe,2014-02-04T08:29:42.119Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-04T00:11:01.700Z,52.8941,171.5546,43.69,4.6,mb,,181,1.555,0.85,us,usc000mgq4,2014-02-04T08:13:36.314Z,"109km W of Attu Station, Alaska",earthquake
2014-02-04T00:10:05.280Z,-4.913,153.5883,120.19,4.8,mb,,58,7.746,1.13,us,usc000mgq2,2014-02-04T08:12:44.162Z,"78km SE of Taron, Papua New Guinea",earthquake
2014-02-03T23:54:13.300Z,-7.2988,128.2969,14.45,5,mb,,55,3.052,1.28,us,usc000mgpp,2014-02-04T07:56:46.980Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-03T22:54:28.880Z,-5.8383,127.0975,389.35,4.4,mb,,113,4.683,0.7,us,usc000mgp8,2014-02-04T06:56:57.735Z,"236km SSE of Leksula, Indonesia",earthquake
2014-02-03T22:50:05.040Z,-7.2361,128.1633,60.48,4.8,mb,,54,3.195,1.09,us,usc000mgmr,2014-02-03T23:33:46.000Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-02-03T22:46:51.400Z,19.1772,-64.9776,6,3.1,Md,3,342,1.2046408,0.05,pr,pr14034008,2014-02-04T06:49:27.951Z,"92km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-03T22:36:41.380Z,-7.1643,128.0995,18.14,6.1,mwp,,31,3.274,1.34,us,usc000mgma,2014-02-04T19:09:10.729Z,"Kepulauan Barat Daya, Indonesia",earthquake
